,,Wisconsin 2009,Overall Scores,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Car No,School,Team,Overall (1050),Overall Dynamic (300),Overall Static (350),Cost (100),Design (200),Tech (50),Acceleration (60),Land Manuverability (60),Mud Bog (60),Pulling (60),Suspension & Traction (60),Endurance Race (400),Event Penalty,Register,Passed Tech,,,,,,,,,,
29,17,Queen's Univ - Ontario Canada,Queen's Baja SAE,733.94,197.59,240.70,75.20,165.50,0.00,56.22,54.89,12.81,21.20,52.47,295.65,,,Pass,,,,,,,,,,
30,63,Gyeongsang National Univ,GNU ,727.80,176.81,246.64,72.18,124.46,50.00,50.84,30.26,23.90,22.23,49.58,304.35,,,Pass,,,,,,,,,,
31,96,LeTourneau Univ,Blacksmith,718.25,202.86,245.82,75.94,169.88,0.00,53.17,55.79,27.15,22.27,44.48,269.57,,,Pass,,,,,,,,,,
32,41,Univ of Wisconsin - Madison,Wisconsin Baja,701.58,194.46,281.03,84.28,146.75,50.00,54.61,43.89,37.47,22.31,36.18,226.09,,,Pass,,,,,,,,,,
33,44,Univ of Arizona,UA Baja Racing ,693.79,150.45,256.38,75.88,145.50,35.00,42.58,18.93,35.38,30.67,22.89,286.96,,,Pass,,,,,,,,,,
34,34,Universidad Simon Bolivar,Baja SAE USB,689.84,204.60,293.94,89.99,153.95,50.00,51.82,53.41,27.09,23.00,49.28,191.30,,,Pass,,,,,,,,,,
35,22,Univ of Wisconsin - Platteville,UW Plateville ,688.41,152.79,257.36,73.02,134.34,50.00,53.05,32.03,10.93,24.52,32.26,278.26,,,Pass,,,,,,,,,,
36,32,Wichita State Univ,Shocker Racing ,687.95,205.70,238.77,79.02,109.75,50.00,52.08,46.03,26.25,27.81,53.53,243.48,,,Pass,,,,,,,,,,
37,13,Univ of Central Florida,The Knight's who say Ni,682.74,170.14,216.95,90.85,126.10,0.00,52.04,55.72,9.68,0.31,52.39,295.65,,,Pass,,,,,,,,,,
38,51,Auburn Univ,War Eagle Motorsports ,674.10,235.89,272.99,75.50,147.49,50.00,53.80,50.71,48.00,28.61,54.77,165.22,,,Pass,,,,,,,,,,
39,46,Ohio State Univ,Baja Buckeyes ,666.03,217.11,240.22,44.38,145.84,50.00,52.18,54.25,32.96,24.26,53.46,208.70,,,Pass,,,,,,,,,,
40,7,Univ of Michigan - Ann Arbor,Blue,655.15,225.85,307.56,83.06,174.50,50.00,56.64,54.72,37.74,20.63,56.12,121.74,,,Pass,,,,,,,,,,
41,119,New Mexico Inst of Mining & Tech,NMT Mini Baja ,638.01,209.14,263.65,76.26,157.39,30.00,54.84,48.00,38.67,27.12,40.51,165.22,,,Pass,,,,,,,,,,
42,89,Central Michigan Univ,Chippewa Performance II,634.66,195.23,178.56,5.31,123.25,50.00,52.13,54.95,15.13,17.69,55.33,260.87,,,Pass,,,,,,,,,,
43,23,Northern Arizona Univ,Lumberjack Racing,627.30,186.17,197.65,84.57,113.08,0.00,46.36,32.07,35.25,43.20,29.29,243.48,,,Pass,,,,,,,,,,
44,107,IUT_RC -Dr. Federico Rivero Palacio,Baja IUT-RC,618.50,163.15,211.87,69.84,142.03,0.00,46.51,51.31,22.21,4.09,39.03,243.48,,,Pass,,,,,,,,,,
45,8,Univ of Windsor,Lancer Motorsports,615.52,230.77,271.71,89.71,147.00,35.00,57.08,57.89,36.46,32.36,46.98,113.04,,,Pass,,,,,,,,,,
46,85,Pittsburg State University,Gorilla 2,614.66,169.97,227.30,77.31,99.99,50.00,55.58,28.23,10.93,22.50,52.73,217.39,,,Pass,,,,,,,,,,
47,92,Penn State Univ - Berks,Penn State Berks Racing,603.19,168.57,217.23,65.73,116.50,35.00,50.07,50.01,15.36,1.64,51.49,217.39,,,Pass,,,,,,,,,,
48,19,Univ of Michigan - Dearborn,UM-D Racing,576.29,216.27,264.37,79.37,135.00,50.00,57.82,39.44,45.25,39.96,33.80,95.65,,,Pass,,,,,,,,,,
49,117,Case Western Reserve Univ,Binghams Best Brand,575.85,155.76,228.79,75.54,128.25,25.00,42.59,33.37,33.51,2.41,43.88,191.30,,,Pass,,,,,,,,,,
50,77,Middle Tennessee State Univ,Blue Raider Baja ,564.42,211.42,153.00,1.00,102.00,50.00,52.02,40.55,54.79,28.19,35.87,200.00,,,Pass,,,,,,,,,,
51,116,Universidad La Salle,Aguilas la Sallw,557.38,220.94,275.57,91.32,134.25,50.00,55.98,54.52,35.79,23.84,50.81,60.87,,,Pass,,,,,,,,,,
52,43,Clarkson Univ,Clarkson Baja,556.00,156.12,252.05,72.80,139.25,40.00,53.75,39.42,5.66,13.37,43.92,147.83,,,Pass,,,,,,,,,,
53,20,Purdue Univ - W Lafayette,The Raptor ,555.15,186.23,264.57,68.57,146.00,50.00,50.64,52.52,32.17,0.69,50.21,104.35,,,Pass,,,,,,,,,,
54,30,McMaster Univ,McMaster Mini Baja ,549.01,233.42,202.55,54.80,147.75,0.00,51.33,43.56,55.99,33.00,49.54,113.04,,,Pass,,,,,,,,,,
55,47,Univ of Alabama - Tuscaloosa,Red Elephant Racing,545.75,129.43,251.10,76.21,124.89,50.00,50.73,55.32,16.23,2.60,4.55,165.22,,,Pass,,,,,,,,,,
56,50,Univ of Ontario Institute of Tech,UOIT Offroad Motorsports,542.25,189.97,117.50,0.00,117.50,0.00,51.93,42.25,0.00,40.76,55.03,234.78,,,Pass,,,,,,,,,,
57,33,Univ of Virginia,Virginia Baja Racing ,533.68,212.00,234.72,69.22,115.50,50.00,52.67,47.90,47.52,30.37,33.54,86.96,,,Pass,,,,,,,,,,
58,18,Purdue Univ - Calumet,PUC Motorsports ,529.96,154.27,166.99,58.99,108.00,0.00,50.51,54.38,10.37,0.00,39.01,208.70,,,Pass,,,,,,,,,,
59,73,West Virginia Univ,Blue Team,519.38,191.72,205.92,86.22,119.70,0.00,46.31,42.02,31.05,27.50,44.84,121.74,,,Pass,,,,,,,,,,
60,95,California State Univ - Long Beach,CSULB Racing ,503.41,213.17,238.07,63.93,124.14,50.00,57.67,35.30,38.27,26.82,55.11,52.17,,,Pass,,,,,,,,,,
61,38,Univ of Wisconsin - Milwaukee,UWM Motorsports ,501.52,174.30,162.00,0.00,132.00,30.00,45.30,37.14,35.84,26.63,29.39,165.22,,,Pass,,,,,,,,,,
62,72,Sanilac Career Center,scc baja,498.22,174.51,115.01,2.00,113.01,0.00,52.33,5.35,44.16,26.93,45.74,208.70,,,Pass,,,,,,,,,,
63,97,Univ of Nebraska - Lincoln,UNL Mini Baja Team,492.12,213.06,200.80,80.57,120.23,0.00,53.49,40.19,30.54,44.24,44.60,78.26,,,Pass,,,,,,,,,,
64,57,Olivet Nazarene Univ,ONU Racing,487.55,135.56,108.51,8.76,99.75,0.00,49.81,32.06,8.72,20.70,24.27,243.48,,,Pass,,,,,,,,,,
65,55,Michigan State Univ,Spartan Off-Road ,483.67,45.84,255.22,81.47,143.75,30.00,0.00,0.00,0.00,0.00,45.84,182.61,,,Pass,,,,,,,,,,
66,54,Univ of Kentucky - Paducah,Big Blue Baja,483.01,186.32,183.65,79.65,104.00,0.00,51.21,35.60,40.19,26.09,33.23,113.04,,,Pass,,,,,,,,,,
67,69,Grove City College,GCCForce Racing,481.64,185.76,156.75,1.00,120.75,35.00,49.84,53.19,11.95,31.21,39.57,139.13,,,Pass,,,,,,,,,,
68,110,SUNY Inst of Tech - Utica,Wildcat Motorsports,481.29,178.02,146.75,0.00,106.75,40.00,51.69,35.27,8.98,38.54,43.54,156.52,,,Pass,,,,,,,,,,
69,61,North Carolina State Univ - Raleigh,Wolfpack Motorsports,480.78,214.08,266.70,87.81,128.89,50.00,55.60,43.70,26.68,39.42,48.68,0.00,,,Pass,,,,,,,,,,
70,81,Ferris State Univ,Brutus,462.34,149.73,130.00,1.00,114.00,15.00,55.11,11.69,32.26,15.85,34.82,182.61,,,Pass,,,,,,,,,,
71,121,Northwestern Michigan College,Short Bus,459.25,141.52,74.25,0.00,74.25,0.00,48.59,20.54,11.42,42.33,18.64,243.48,,,Pass,,,,,,,,,,
72,31,Univ of Arkansas - Little Rock,Trojan Racing,456.17,144.37,242.23,63.73,128.50,50.00,51.96,35.04,6.16,4.09,47.12,69.57,,,Pass,,,,,,,,,,
73,84,North Carolina A & T State Univ,Aggie Racing,451.43,165.18,190.60,79.04,111.56,0.00,52.57,0.00,28.14,38.31,46.16,95.65,,,Pass,,,,,,,,,,
